    TIME       CBIT        CBIT2
 [HRS UTC]                      

  17.77417     400000     1c0000
  17.77444     400000     1c0000
  17.77472     400000     1c0000
  17.77500     400000     1c0000
  17.77528     400000     1c0000
  17.77555     400000     1c0000
  17.77583     400000     1c0000
  17.77611     400000     1c0000
  17.77639     400000     1c0000
  17.77667     400000     1c0000
  17.77695     400000     1c0000
  17.77722     400000     1c0000
  17.77750     400000     1c0000
  17.77778     400000     1c0000
  17.77806     400000     1c0000
  17.77833     400000     1c0000
  17.77861     400000     1c0000
  17.77889     400000     1c0000
  17.77917     400000     1c0000
  17.77944     400000     1c0000
  17.77972     400000     1c0000
  17.78000     400000     1c0000
  17.78028     400000     1c0000
  17.78056     400000     1c0000
  17.78083     400000     1c0000
  17.78111     400000     1c0000
  17.78139     400000     1c0000
  17.78167     400000     1c0000
  17.78194     400000     1c0000
  17.78222     400000     1c0000
  17.78250     400000     1c0000
  17.78278     400000     1c0000
  17.78305     400000     1c0000
  17.78333     400000     1c0000
  17.78361     400000     1c0000
  17.78389     400000     1c0000
  17.78417     400000     1c0000
  17.78444     400000     1c0000
  17.78472     400000     1c0000
  17.78500     400000     1c0000
  17.78528     400000     1c0000
  17.78555     400000     1c0000
  17.78583     400000     1c0000
  17.78611     400000     1c0000
  17.78639     400000     1c0000
  17.78667     400000     1c0000
  17.78694     400000     1c0000
  17.78722     400000     1c0000
  17.78750     400000     1c0000
  17.78778     400000     1c0000
  17.78806     400000     1c0000
  17.78833     400000     1c0000
  17.78861     400000     1c0000
  17.78889     400000     1c0000
  17.78917     400000     1c0000
  17.78944     400000     1c0000
  17.78972     400000     1c0000
  17.79000     400000     1c0000
  17.79028     400000     1c0000
  17.79056     400000     1c0000
  17.79083     400000     1c0000
  17.79111     400000     1c0000
  17.79139     400000     1c0000
  17.79167     400000     1c0000
  17.79194     400000     1c0000
  17.79222     400000     1c0000
  17.79250     400000     1c0000
  17.79278     400000     1c0000
  17.79305     400000     1c0000
  17.79333     400000     1c0000
  17.79361     400000     1c0000
  17.79389     400000     1c0000
  17.79417     400000     1c0000
  17.79444     400000     1c0000
  17.79472     400000     1c0000
  17.79500     400000     1c0000
  17.79528     400000     1c0000
  17.79556     400000     1c0000
  17.79583     400000     1c0000
  17.79611     400000     1c0000
  17.79639     400000     1c0000
  17.79667     400000     1c0000
  17.79694     400000     1c0000
  17.79722     400000     1c0000
  17.79750     400000     1c0000
  17.79778     400000     1c0000
  17.79806     400000     1c0000
  17.79833     400000     1c0000
  17.79861     400000     1c0000
  17.79889     400000     1c0000
  17.79917     400000     1c0000
  17.79944     400000     1c0000
  17.79972     400000     1c0000
  17.80000     400000     1c0000
  17.80028     400000     1c0000
  17.80055     400000     1c0000
  17.80083     400000     1c0000
  17.80111     400000     1c0000
  17.80139     400000     1c0000
  17.80167     400000     1c0000
  17.80194     400000     1c0000
  17.80222     400000     1c0000
  17.80250     400000     1c0000
  17.80278     400000     1c0000
  17.80305     400000     1c0000
  17.80333     400000     1c0000
  17.80361     400000     1c0000
  17.80389     400000     1c0000
  17.80417     400000     1c0000
  17.80444     400000     1c0000
  17.80472     400000     1c0000
  17.80500     400000     1c0000
  17.80528     400000     1c0000
  17.80556     400000     1c0000
  17.80583     400000     1c0000
  17.80611     400000     1c0000
  17.80639     400000     1c0000
  17.80667     400000     1c0000
  17.80694     400000     1c0000
  17.80722     400000     1c0000
  17.80750     400000     1c0000
  17.80778     400000     1c0000
  17.80805     400000     1c0000
  17.80833     400000     1c0000
  17.80861     400000     1c0000
  17.80889     400000     1c0000
  17.80917     400000     1c0000
  17.80944     400000     1c0000
  17.80972     400000     1c0000
  17.81000     400000     1c0000
  17.81028     400000     1c0000
  17.81055     400000     1c0000
  17.81083     400000     1c0000
  17.81111     400000     1c0000
  17.81139     400000     1c0000
  17.81167     400000     1c0000
  17.81194     400000     1c0000
  17.81222     400000     1c0000
  17.81250     400000     1c0000
  17.81278     400000     1c0000
  17.81306     400000     1c0000
  17.81333     400000     1c0000
  17.81361     400000     1c0000
  17.81389     400000     1c0000
  17.81417     400000     1c0000
  17.81444     400000     1c0000
  17.81472     400000     1c0000
  17.81500     400000     1c0000
  17.81528     400000     1c0000
  17.81556     400000     1c0000
  17.81583     400000     1c0000
  17.81611     400000     1c0000
  17.81639     400000     1c0000
  17.81667     400000     1c0000
  17.81695     400000     1c0000
  17.81722     400000     1c0000
  17.81750     400000     1c0000
  17.81778     400000     1c0000
  17.81806     400000     1c0000
  17.81833     400000     1c0000
  17.81861     400000     1c0000
  17.81889     400000     1c0000
  17.81917     400000     1c0000
  17.81944     400000     1c0000
  17.81972     400000     1c0000
  17.82000     400000     1c0000
  17.82028     400000     1c0000
  17.82056     400000     1c0000
  17.82084     400000     1c0000
  17.82111     400000     1c0000
  17.82139     400000     1c0000
  17.82167     400000     1c0000
  17.82195     400000     1c0000
  17.82222     400000     1c0000
  17.82250     400000     1c0000
  17.82278     400000     1c0000
  17.82306     400000     1c0000
  17.82333     400000     1c0000
  17.82361     400000     1c0000
  17.82389     400000     1c0000
  17.82417     400000     1c0000
  17.82445     400000     1c0000
  17.82472     400000     1c0000
  17.82500     400000     1c0000
  17.82528     400000     1c0000
  17.82556     400000     1c0000
  17.82583     400000     1c0000
  17.82611     400000     1c0000
  17.82639     400000     1c0000
  17.82667     400000     1c0000
  17.82695     400000     1c0000
  17.82722     400000     1c0000
  17.82750     400000     1c0000
  17.82778     400000     1c0000
  17.82806     400000     1c0000
  17.82833     400000     1c0000
  17.82861     400000     1c0000
  17.82889     400000     1c0000
  17.82917     400000     1c0000
  17.82944     400000     1c0000
  17.82972     400000     1c0000
  17.83000     400000     1c0000
  17.83028     400000     1c0000
  17.83056     400000     1c0000
  17.83083     400000     1c0000
  17.83111     400000     1c0000
  17.83139     400000     1c0000
  17.83167     400000     1c0000
  17.83195     400000     1c0000
  17.83222     400000     1c0000
  17.83250     400000     1c0000
  17.83278     400000     1c0000
  17.83306     400000     1c0000
  17.83333     400000     1c0000
  17.83361     400000     1c0000
  17.83389     400000     1c0000
  17.83417     400000     1c0000
  17.83445     400000     1c0000
  17.83472     400000     1c0000
  17.83500     400000     1c0000
  17.83528     400000     1c0000
  17.83556     400000     1c0000
  17.83583     400000     1c0000
  17.83611     400000     1c0000
  17.83639     400000     1c0000
  17.83667     400000     1c0000
  17.83694     400000     1c0000
  17.83722     400000     1c0000
  17.83750     400000     1c0000
  17.83778     400000     1c0000
  17.83806     400000     1c0000
  17.83833     400000     1c0000
  17.83861     400000     1c0000
  17.83889     400000     1c0000
  17.83917     400000     1c0000
  17.83945     400000     1c0000
  17.83972     400000     1c0000
  17.84000     400000     1c0000
  17.84028     400000     1c0000
  17.84056     400000     1c0000
  17.84083     400000     1c0000
  17.84111     400000     1c0000
  17.84139     400000     1c0000
  17.84167     400000     1c0000
  17.84195     400000     1c0000
  17.84222     400000     1c0000
  17.84250     400000     1c0000
  17.84278     400000     1c0000
  17.84306     400000     1c0000
  17.84333     400000     1c0000
  17.84361     400000     1c0000
  17.84389     400000     1c0000
  17.84417     400000     1c0000
  17.84444     400000     1c0000
  17.84472     400000     1c0000
  17.84500     400000     1c0000
  17.84528     400000     1c0000
